event_ticker,market_ticker,threshold,horizon,target_date,actual_date,days_stale,mid_quote,spread,volume,is_missing,is_stale
KXCPIYOY-26MAR,KXCPIYOY-26MAR-T1.8,1.8,7d,2026-04-03,2026-04-03,0.0,0.995,0.01,0.0,False,False
KXCPIYOY-26MAR,KXCPIYOY-26MAR-T1.8,1.8,3d,2026-04-07,2026-04-07,0.0,0.995,0.01,76.0,False,False
KXCPIYOY-26MAR,KXCPIYOY-26MAR-T1.8,1.8,1d,2026-04-09,2026-04-09,0.0,0.995,0.01,30.0,False,False
KXCPIYOY-26MAR,KXCPIYOY-26MAR-T1.8,1.8,final,2026-04-10,2026-04-09,1.0,0.995,0.01,30.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T2.2,2.2,21d,2026-02-18,2026-02-18,0.0,0.945,0.05,100.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T2.2,2.2,14d,2026-02-25,2026-02-25,0.0,0.965,0.05,305.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T2.2,2.2,7d,2026-03-04,2026-03-04,0.0,0.965,0.01,5379.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T2.2,2.2,3d,2026-03-08,2026-03-08,0.0,0.985,0.01,1139.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T2.2,2.2,1d,2026-03-10,2026-03-10,0.0,0.975,0.01,8927.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T2.2,2.2,final,2026-03-11,2026-03-10,1.0,0.975,0.01,8927.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T2.3,2.3,21d,2026-02-18,2026-02-18,0.0,0.82,0.02,3530.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T2.3,2.3,14d,2026-02-25,2026-02-25,0.0,0.775,0.01,943.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T2.3,2.3,7d,2026-03-04,2026-03-04,0.0,0.89,0.04,11169.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T2.3,2.3,3d,2026-03-08,2026-03-08,0.0,0.88,0.02,3523.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T2.3,2.3,1d,2026-03-10,2026-03-10,0.0,0.87,0.02,10782.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T2.3,2.3,final,2026-03-11,2026-03-10,1.0,0.87,0.02,10782.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T3.1,3.1,21d,2026-02-18,2026-02-18,0.0,0.01,0.02,46.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T3.1,3.1,14d,2026-02-25,2026-02-25,0.0,0.015,0.01,88.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T3.1,3.1,7d,2026-03-04,2026-03-04,0.0,0.015,0.01,36.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T3.1,3.1,3d,2026-03-08,2026-03-08,0.0,0.005,0.01,9.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T3.1,3.1,1d,2026-03-10,2026-03-10,0.0,0.005,0.01,2.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T3.1,3.1,final,2026-03-11,2026-03-10,1.0,0.005,0.01,2.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T3.0,3.0,21d,2026-02-18,2026-02-18,0.0,0.005,0.01,46.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T3.0,3.0,14d,2026-02-25,2026-02-25,0.0,0.01,0.02,0.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T3.0,3.0,7d,2026-03-04,2026-03-04,0.0,0.01,0.02,29.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T3.0,3.0,3d,2026-03-08,2026-03-08,0.0,0.005,0.01,3342.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T3.0,3.0,1d,2026-03-10,2026-03-10,0.0,0.005,0.01,52.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T3.0,3.0,final,2026-03-11,2026-03-10,1.0,0.005,0.01,52.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T2.9,2.9,21d,2026-02-18,2026-02-18,0.0,0.015,0.01,102.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T2.9,2.9,14d,2026-02-25,2026-02-23,2.0,0.005,0.01,1870.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T2.9,2.9,7d,2026-03-04,2026-03-04,0.0,0.015,0.01,93.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T2.9,2.9,3d,2026-03-08,2026-03-08,0.0,0.005,0.01,3366.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T2.9,2.9,1d,2026-03-10,2026-03-10,0.0,0.005,0.01,655.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T2.9,2.9,final,2026-03-11,2026-03-10,1.0,0.005,0.01,655.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T2.8,2.8,21d,2026-02-18,2026-02-18,0.0,0.025,0.01,31.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T2.8,2.8,14d,2026-02-25,2026-02-25,0.0,0.02,0.02,259.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T2.8,2.8,7d,2026-03-04,2026-03-04,0.0,0.025,0.01,21.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T2.8,2.8,3d,2026-03-08,2026-03-08,0.0,0.01,0.02,4.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T2.8,2.8,1d,2026-03-10,2026-03-10,0.0,0.01,0.02,200.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T2.8,2.8,final,2026-03-11,2026-03-10,1.0,0.01,0.02,200.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T2.7,2.7,21d,2026-02-18,2026-02-18,0.0,0.035,0.01,0.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T2.7,2.7,14d,2026-02-25,2026-02-25,0.0,0.03,0.02,41.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T2.7,2.7,7d,2026-03-04,2026-03-04,0.0,0.025,0.01,77.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T2.7,2.7,3d,2026-03-08,2026-03-08,0.0,0.025,0.01,0.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T2.7,2.7,1d,2026-03-10,2026-03-10,0.0,0.02,0.02,911.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T2.7,2.7,final,2026-03-11,2026-03-10,1.0,0.02,0.02,911.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T2.6,2.6,21d,2026-02-18,2026-02-18,0.0,0.06,0.02,359.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T2.6,2.6,14d,2026-02-25,2026-02-25,0.0,0.045,0.01,713.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T2.6,2.6,7d,2026-03-04,2026-03-04,0.0,0.065,0.01,1357.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T2.6,2.6,3d,2026-03-08,2026-03-08,0.0,0.04,0.02,1166.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T2.6,2.6,1d,2026-03-10,2026-03-10,0.0,0.055,0.01,4998.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T2.6,2.6,final,2026-03-11,2026-03-10,1.0,0.055,0.01,4998.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T2.5,2.5,21d,2026-02-18,2026-02-18,0.0,0.155,0.01,2575.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T2.5,2.5,14d,2026-02-25,2026-02-25,0.0,0.135,0.01,990.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T2.5,2.5,7d,2026-03-04,2026-03-04,0.0,0.145,0.01,6860.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T2.5,2.5,3d,2026-03-08,2026-03-08,0.0,0.1,0.02,2730.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T2.5,2.5,1d,2026-03-10,2026-03-10,0.0,0.11,0.02,7228.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T2.5,2.5,final,2026-03-11,2026-03-10,1.0,0.11,0.02,7228.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T2.4,2.4,21d,2026-02-18,2026-02-18,0.0,0.435,0.01,2555.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T2.4,2.4,14d,2026-02-25,2026-02-25,0.0,0.395,0.01,512.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T2.4,2.4,7d,2026-03-04,2026-03-04,0.0,0.535,0.01,9220.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T2.4,2.4,3d,2026-03-08,2026-03-08,0.0,0.53,0.02,1421.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T2.4,2.4,1d,2026-03-10,2026-03-10,0.0,0.49,0.02,4386.0,False,False
KXCPIYOY-26FEB,KXCPIYOY-26FEB-T2.4,2.4,final,2026-03-11,2026-03-10,1.0,0.49,0.02,4386.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.1,2.1,21d,2026-01-23,2026-01-23,0.0,0.975,0.01,1419.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.1,2.1,14d,2026-01-30,2026-01-30,0.0,0.98,0.02,1064.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.1,2.1,7d,2026-02-06,2026-02-06,0.0,0.985,0.03,7.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.1,2.1,3d,2026-02-10,2026-02-10,0.0,0.995,0.01,12.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.1,2.1,1d,2026-02-12,2026-02-12,0.0,0.99,0.02,3906.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.1,2.1,final,2026-02-13,2026-02-12,1.0,0.99,0.02,3906.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.2,2.2,21d,2026-01-23,2026-01-23,0.0,0.9,0.02,6458.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.2,2.2,14d,2026-01-30,2026-01-30,0.0,0.935,0.03,273.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.2,2.2,7d,2026-02-06,2026-02-06,0.0,0.935,0.01,6061.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.2,2.2,3d,2026-02-10,2026-02-10,0.0,0.96,0.02,1639.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.2,2.2,1d,2026-02-12,2026-02-12,0.0,0.955,0.01,9526.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.2,2.2,final,2026-02-13,2026-02-12,1.0,0.955,0.01,9526.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.3,2.3,21d,2026-01-23,2026-01-23,0.0,0.78,0.02,35236.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.3,2.3,14d,2026-01-30,2026-01-30,0.0,0.765,0.03,965.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.3,2.3,7d,2026-02-06,2026-02-06,0.0,0.845,0.01,22325.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.3,2.3,3d,2026-02-10,2026-02-10,0.0,0.925,0.01,30910.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.3,2.3,1d,2026-02-12,2026-02-12,0.0,0.865,0.01,41850.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.3,2.3,final,2026-02-13,2026-02-12,1.0,0.865,0.01,41850.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T3.1,3.1,21d,2026-01-23,2026-01-23,0.0,0.015,0.03,0.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T3.1,3.1,14d,2026-01-30,2026-01-30,0.0,0.005,0.01,33.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T3.1,3.1,7d,2026-02-06,2026-02-06,0.0,0.01,0.02,0.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T3.1,3.1,3d,2026-02-10,2026-02-10,0.0,0.005,0.01,8657.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T3.1,3.1,1d,2026-02-12,2026-02-12,0.0,0.01,0.02,1593.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T3.1,3.1,final,2026-02-13,2026-02-12,1.0,0.01,0.02,1593.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T3.0,3.0,21d,2026-01-23,2026-01-23,0.0,0.025,0.03,780.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T3.0,3.0,14d,2026-01-30,2026-01-30,0.0,0.015,0.03,718.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T3.0,3.0,7d,2026-02-06,2026-02-06,0.0,0.01,0.02,93.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T3.0,3.0,3d,2026-02-10,2026-02-10,0.0,0.015,0.01,1241.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T3.0,3.0,1d,2026-02-12,2026-02-12,0.0,0.01,0.02,1997.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T3.0,3.0,final,2026-02-13,2026-02-12,1.0,0.01,0.02,1997.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.9,2.9,21d,2026-01-23,2026-01-23,0.0,0.015,0.03,365.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.9,2.9,14d,2026-01-30,2026-01-30,0.0,0.02,0.02,583.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.9,2.9,7d,2026-02-06,2026-02-06,0.0,0.01,0.02,0.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.9,2.9,3d,2026-02-10,2026-02-10,0.0,0.025,0.05,6639.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.9,2.9,1d,2026-02-12,2026-02-12,0.0,0.02,0.04,3231.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.9,2.9,final,2026-02-13,2026-02-12,1.0,0.02,0.04,3231.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.8,2.8,21d,2026-01-23,2026-01-23,0.0,0.02,0.02,3408.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.8,2.8,14d,2026-01-30,2026-01-30,0.0,0.02,0.02,598.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.8,2.8,7d,2026-02-06,2026-02-06,0.0,0.02,0.04,0.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.8,2.8,3d,2026-02-10,2026-02-10,0.0,0.02,0.02,7916.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.8,2.8,1d,2026-02-12,2026-02-12,0.0,0.01,0.02,10670.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.8,2.8,final,2026-02-13,2026-02-12,1.0,0.01,0.02,10670.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.7,2.7,21d,2026-01-23,2026-01-23,0.0,0.06,0.02,5778.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.7,2.7,14d,2026-01-30,2026-01-30,0.0,0.045,0.03,488.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.7,2.7,7d,2026-02-06,2026-02-06,0.0,0.035,0.01,3260.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.7,2.7,3d,2026-02-10,2026-02-10,0.0,0.105,0.11,3810.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.7,2.7,1d,2026-02-12,2026-02-12,0.0,0.03,0.02,10191.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.7,2.7,final,2026-02-13,2026-02-12,1.0,0.03,0.02,10191.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.6,2.6,21d,2026-01-23,2026-01-23,0.0,0.065,0.07,53457.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.6,2.6,14d,2026-01-30,2026-01-30,0.0,0.15,0.02,8398.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.6,2.6,7d,2026-02-06,2026-02-06,0.0,0.13,0.02,15326.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.6,2.6,3d,2026-02-10,2026-02-10,0.0,0.125,0.05,26686.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.6,2.6,1d,2026-02-12,2026-02-12,0.0,0.095,0.01,16655.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.6,2.6,final,2026-02-13,2026-02-12,1.0,0.095,0.01,16655.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.5,2.5,21d,2026-01-23,2026-01-23,0.0,0.235,0.03,10983.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.5,2.5,14d,2026-01-30,2026-01-30,0.0,0.275,0.05,12147.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.5,2.5,7d,2026-02-06,2026-02-06,0.0,0.375,0.05,21392.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.5,2.5,3d,2026-02-10,2026-02-10,0.0,0.27,0.06,27159.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.5,2.5,1d,2026-02-12,2026-02-12,0.0,0.295,0.01,20079.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.5,2.5,final,2026-02-13,2026-02-12,1.0,0.295,0.01,20079.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.4,2.4,21d,2026-01-23,2026-01-23,0.0,0.465,0.05,14774.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.4,2.4,14d,2026-01-30,2026-01-30,0.0,0.485,0.01,5754.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.4,2.4,7d,2026-02-06,2026-02-06,0.0,0.555,0.03,18382.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.4,2.4,3d,2026-02-10,2026-02-10,0.0,0.56,0.12,27935.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.4,2.4,1d,2026-02-12,2026-02-12,0.0,0.555,0.01,47652.0,False,False
KXCPIYOY-26JAN,KXCPIYOY-26JAN-T2.4,2.4,final,2026-02-13,2026-02-12,1.0,0.555,0.01,47652.0,False,False
KXCPIYOY-25DEC,KXCPIYOY-25DEC-T3.1,3.1,21d,2025-12-23,2025-12-23,0.0,0.025,0.03,300.0,False,False
KXCPIYOY-25DEC,KXCPIYOY-25DEC-T3.1,3.1,14d,2025-12-30,2025-12-30,0.0,0.015,0.03,0.0,False,False
KXCPIYOY-25DEC,KXCPIYOY-25DEC-T3.1,3.1,7d,2026-01-06,2026-01-06,0.0,0.01,0.02,387.0,False,False
KXCPIYOY-25DEC,KXCPIYOY-25DEC-T3.1,3.1,3d,2026-01-10,2026-01-10,0.0,0.015,0.01,448.0,False,False
KXCPIYOY-25DEC,KXCPIYOY-25DEC-T3.1,3.1,1d,2026-01-12,2026-01-12,0.0,0.01,0.02,0.0,False,False
KXCPIYOY-25DEC,KXCPIYOY-25DEC-T3.1,3.1,final,2026-01-13,2026-01-12,1.0,0.01,0.02,0.0,False,False
KXCPIYOY-25DEC,KXCPIYOY-25DEC-T3.0,3.0,21d,2025-12-23,2025-12-23,0.0,0.05,0.04,5635.0,False,False
KXCPIYOY-25DEC,KXCPIYOY-25DEC-T3.0,3.0,14d,2025-12-30,2025-12-30,0.0,0.035,0.03,5352.0,False,False
KXCPIYOY-25DEC,KXCPIYOY-25DEC-T3.0,3.0,7d,2026-01-06,2026-01-06,0.0,0.035,0.05,5397.0,False,False
KXCPIYOY-25DEC,KXCPIYOY-25DEC-T3.0,3.0,3d,2026-01-10,2026-01-10,0.0,0.02,0.02,5699.0,False,False
KXCPIYOY-25DEC,KXCPIYOY-25DEC-T3.0,3.0,1d,2026-01-12,2026-01-12,0.0,0.03,0.04,314.0,False,False
KXCPIYOY-25DEC,KXCPIYOY-25DEC-T3.0,3.0,final,2026-01-13,2026-01-12,1.0,0.03,0.04,314.0,False,False
KXCPIYOY-25DEC,KXCPIYOY-25DEC-T2.9,2.9,21d,2025-12-23,2025-12-23,0.0,0.105,0.01,4442.0,False,False
KXCPIYOY-25DEC,KXCPIYOY-25DEC-T2.9,2.9,14d,2025-12-30,2025-12-30,0.0,0.09,0.04,5323.0,False,False
KXCPIYOY-25DEC,KXCPIYOY-25DEC-T2.9,2.9,7d,2026-01-06,2026-01-06,0.0,0.075,0.03,3340.0,False,False
KXCPIYOY-25DEC,KXCPIYOY-25DEC-T2.9,2.9,3d,2026-01-10,2026-01-10,0.0,0.075,0.01,491.0,False,False
KXCPIYOY-25DEC,KXCPIYOY-25DEC-T2.9,2.9,1d,2026-01-12,2026-01-12,0.0,0.055,0.01,1559.0,False,False
KXCPIYOY-25DEC,KXCPIYOY-25DEC-T2.9,2.9,final,2026-01-13,2026-01-12,1.0,0.055,0.01,1559.0,False,False
KXCPIYOY-25DEC,KXCPIYOY-25DEC-T2.8,2.8,21d,2025-12-23,2025-12-23,0.0,0.205,0.03,11312.0,False,False
KXCPIYOY-25DEC,KXCPIYOY-25DEC-T2.8,2.8,14d,2025-12-30,2025-12-30,0.0,0.155,0.01,3.0,False,False
KXCPIYOY-25DEC,KXCPIYOY-25DEC-T2.8,2.8,7d,2026-01-06,2026-01-06,0.0,0.135,0.01,3327.0,False,False
